kinopoisk_id,url,name,full_name_rus,vote_date,vote
5908,https://www.kinopoisk.ru/film/5908/,King Kong,Кинг Конг (2005),11.12.2011,9
463738,https://www.kinopoisk.ru/film/463738/,Rise of the Planet of the Apes,Восстание планеты обезьян (2011),11.12.2011,8
501998,https://www.kinopoisk.ru/series/501998/, ,"Интерны (сериал, 2010 – 2016)",10.12.2011,8
38905,https://www.kinopoisk.ru/film/38905/,Charlie and the Chocolate Factory,Чарли и шоколадная фабрика (2005),10.12.2011,6
63991,https://www.kinopoisk.ru/film/63991/,Pirates of the Caribbean: Dead Man's Chest,Пираты Карибского моря: Сундук мертвеца (2006),10.12.2011,9
102124,https://www.kinopoisk.ru/film/102124/,Pirates of the Caribbean: At World's End,Пираты Карибского моря: На краю света (2007),10.12.2011,10
9691,https://www.kinopoisk.ru/film/9691/,Inglourious Basterds,Бесславные ублюдки (2009),10.12.2011,7
455338,https://www.kinopoisk.ru/film/455338/,The Hangover Part II,Мальчишник 2: Из Вегаса в Бангкок (2011),10.12.2011,10
102146,https://www.kinopoisk.ru/film/102146/,Puss in Boots,Кот в сапогах (2011),10.12.2011,8
496943,https://www.kinopoisk.ru/film/496943/,Fast Five,Форсаж 5 (2011),08.10.2011,6
406294,https://www.kinopoisk.ru/film/406294/,Green Lantern,Зеленый Фонарь (2011),02.10.2011,5
81885,https://www.kinopoisk.ru/film/81885/,DOA: Dead or Alive,D.O.A.: Живым или мертвым (2006),25.09.2011,8
258941,https://www.kinopoisk.ru/film/258941/,Thor,Тор (2011),12.09.2011,6
408410,https://www.kinopoisk.ru/film/408410/,Gran Torino,Гран Торино (2008),27.07.2011,10
274730,https://www.kinopoisk.ru/film/274730/,Largo Winch,Ларго Винч: Начало (2008),26.07.2011,7
102151,https://www.kinopoisk.ru/film/102151/,Hancock,Хэнкок (2008),26.07.2011,8
484878,https://www.kinopoisk.ru/film/484878/,127 Hours,127 часов (2010),24.07.2011,10
413362,https://www.kinopoisk.ru/film/413362/,Slumdog Millionaire,Миллионер из трущоб (2008),22.07.2011,9
404510,https://www.kinopoisk.ru/film/404510/,Jennifer's Body,Тело Дженнифер (2009),21.07.2011,5
341,https://www.kinopoisk.ru/film/341/,Le Fabuleux destin d'Amélie Poulain,Амели (2001),21.07.2011,10
258475,https://www.kinopoisk.ru/film/258475/,Quantum of Solace,Квант милосердия (2008),19.07.2011,9
49844,https://www.kinopoisk.ru/film/49844/,Casino Royale,Казино Рояль (2006),19.07.2011,9
460589,https://www.kinopoisk.ru/series/460589/, ,"Прожекторперисхилтон (сериал, 2008 – 2017)",19.07.2011,9
406408,https://www.kinopoisk.ru/film/406408/,Law Abiding Citizen,Законопослушный гражданин (2009),19.07.2011,9
4541,https://www.kinopoisk.ru/film/4541/,The Truman Show,Шоу Трумана (1998),19.07.2011,10
485311,https://www.kinopoisk.ru/film/485311/,The King's Speech,Король говорит! (2010),19.07.2011,10
412248,https://www.kinopoisk.ru/film/412248/, ,"Все умрут, а я останусь (2008)",17.07.2011,4
493098,https://www.kinopoisk.ru/series/493098/, ,"Школа (сериал, 2010)",17.07.2011,9
86208,https://www.kinopoisk.ru/film/86208/,V for Vendetta,«V» значит Вендетта (2006),16.07.2011,9
255380,https://www.kinopoisk.ru/film/255380/,The Incredible Hulk,Невероятный Халк (2008),15.07.2011,7
1796,https://www.kinopoisk.ru/film/1796/,Duplex,Дюплекс (2003),15.07.2011,8
61249,https://www.kinopoisk.ru/film/61249/,Cars,Тачки (2006),15.07.2011,9
258328,https://www.kinopoisk.ru/film/258328/,Toy Story 3,История игрушек: Большой побег (2010),15.07.2011,8
2213,https://www.kinopoisk.ru/film/2213/,Titanic,Титаник (1997),15.07.2011,9
81555,https://www.kinopoisk.ru/film/81555/,The Curious Case of Benjamin Button,Загадочная история Бенджамина Баттона (2008),15.07.2011,9
402626,https://www.kinopoisk.ru/film/402626/,Jackass 3D,Чудаки 3D (2010),15.07.2011,6
220589,https://www.kinopoisk.ru/film/220589/,Jumper,Телепорт (2008),15.07.2011,9
86193,https://www.kinopoisk.ru/series/86193/,Smallville,"Тайны Смолвиля (сериал, 2001 – 2011)",15.07.2011,9
104122,https://www.kinopoisk.ru/series/104122/,Lost,"Остаться в живых (сериал, 2004 – 2010)",15.07.2011,8
445124,https://www.kinopoisk.ru/series/445124/,MythBusters,"Разрушители легенд (сериал, 2003 – 2018)",15.07.2011,9
471460,https://www.kinopoisk.ru/film/471460/, ,По контуру лица (2008),15.07.2011,9
84830,https://www.kinopoisk.ru/film/84830/, ,Жмурки (2005),15.07.2011,7
57166,https://www.kinopoisk.ru/film/57166/, ,Бумер (2003),15.07.2011,9
3948,https://www.kinopoisk.ru/film/3948/,Ghost Rider,Призрачный гонщик (2007),14.07.2011,7
467553,https://www.kinopoisk.ru/film/467553/,Machete,Мачете (2010),14.07.2011,8
5185,https://www.kinopoisk.ru/film/5185/,Dumb and Dumber,Тупой и еще тупее (1994),14.07.2011,10
432724,https://www.kinopoisk.ru/film/432724/,Despicable Me,Гадкий я (2010),14.07.2011,5
3491,https://www.kinopoisk.ru/film/3491/,Van Helsing,Ван Хельсинг (2004),13.07.2011,7
426002,https://www.kinopoisk.ru/film/426002/,Legion,Легион (2010),13.07.2011,5
427855,https://www.kinopoisk.ru/film/427855/,Paul,Пол: Секретный материальчик (2011),12.07.2011,9
103785,https://www.kinopoisk.ru/film/103785/,Inside Man,Не пойман – не вор (2006),11.07.2011,9
470656,https://www.kinopoisk.ru/film/470656/,Buried,Погребенный заживо (2010),11.07.2011,10
395690,https://www.kinopoisk.ru/film/395690/, ,Стиляги (2008),09.07.2011,9
668,https://www.kinopoisk.ru/film/668/,Final Destination,Пункт назначения (2000),09.07.2011,10
669,https://www.kinopoisk.ru/film/669/,Final Destination 2,Пункт назначения 2 (2003),09.07.2011,9
89674,https://www.kinopoisk.ru/film/89674/,Final Destination 3,Пункт назначения 3 (2006),09.07.2011,6
405753,https://www.kinopoisk.ru/film/405753/,The Final Destination,Пункт назначения 4 (2009),09.07.2011,6
462358,https://www.kinopoisk.ru/film/462358/,X-Men: First Class,Люди Икс: Первый класс (2011),08.07.2011,8
389,https://www.kinopoisk.ru/film/389/,Léon,Леон (1994),08.07.2011,10
279102,https://www.kinopoisk.ru/film/279102/,WALL·E,ВАЛЛ·И (2008),08.07.2011,10
79883,https://www.kinopoisk.ru/film/79883/, ,Бумер: Фильм второй (2006),08.07.2011,7
41520,https://www.kinopoisk.ru/film/41520/, ,Брат 2 (2000),08.07.2011,10
41519,https://www.kinopoisk.ru/film/41519/, ,Брат (1997),08.07.2011,10
382,https://www.kinopoisk.ru/film/382/,American History X,Американская история X (1998),08.07.2011,10
361,https://www.kinopoisk.ru/film/361/,Fight Club,Бойцовский клуб (1999),08.07.2011,10
448,https://www.kinopoisk.ru/film/448/,Forrest Gump,Форрест Гамп (1994),08.07.2011,10
435,https://www.kinopoisk.ru/film/435/,The Green Mile,Зеленая миля (1999),08.07.2011,10
432550,https://www.kinopoisk.ru/film/432550/,The Expendables,Неудержимые (2010),08.07.2011,8
452765,https://www.kinopoisk.ru/series/452765/, ,"Даёшь молодёжь! (сериал, 2009 – 2013)",03.07.2011,8
412173,https://www.kinopoisk.ru/series/412173/, ,"Наша Russia (сериал, 2006 – 2011)",03.07.2011,7
460576,https://www.kinopoisk.ru/series/460576/, ,"Большая разница (сериал, 2008 – 2014)",03.07.2011,8
471505,https://www.kinopoisk.ru/series/471505/, ,"Comedy Club (сериал, 2005 – ...)",03.07.2011,4
405644,https://www.kinopoisk.ru/series/405644/, ,"КВН. Высшая лига (сериал, 1961 – ...)",03.07.2011,10
469787,https://www.kinopoisk.ru/film/469787/, ,00:10 (2009),03.07.2011,10
260999,https://www.kinopoisk.ru/film/260999/,Clash of the Titans,Битва Титанов (2010),03.07.2011,8
81924,https://www.kinopoisk.ru/film/81924/,300,300 спартанцев (2007),03.07.2011,9
77443,https://www.kinopoisk.ru/film/77443/,Sin City,Город грехов (2005),03.07.2011,10
397496,https://www.kinopoisk.ru/film/397496/,G.I. Joe: The Rise of Cobra,Бросок кобры (2009),29.06.2011,6
61237,https://www.kinopoisk.ru/film/61237/,Iron Man,Железный человек (2008),29.06.2011,8
160932,https://www.kinopoisk.ru/film/160932/,Terminator Salvation,Терминатор: Да придёт спаситель (2009),28.06.2011,7
373391,https://www.kinopoisk.ru/film/373391/,Transformers: Revenge of the Fallen,Трансформеры: Месть падших (2009),28.06.2011,6
411924,https://www.kinopoisk.ru/film/411924/,Iron Man 2,Железный человек 2 (2010),28.06.2011,8
111543,https://www.kinopoisk.ru/film/111543/,The Dark Knight,Темный рыцарь (2008),28.06.2011,9
104904,https://www.kinopoisk.ru/film/104904/,X-Men Origins: Wolverine,Люди Икс: Начало. Росомаха (2009),28.06.2011,9
81288,https://www.kinopoisk.ru/film/81288/,Transformers,Трансформеры (2007),28.06.2011,9
468551,https://www.kinopoisk.ru/film/468551/,Hanna,Ханна. Совершенное оружие (2010),28.06.2011,5
309475,https://www.kinopoisk.ru/film/309475/,Valkyrie,Операция «Валькирия» (2008),27.06.2011,10
102198,https://www.kinopoisk.ru/film/102198/,The Illusionist,Иллюзионист (2005),18.06.2011,10
418761,https://www.kinopoisk.ru/film/418761/,Jonah Hex,Джона Хекс (2010),16.06.2011,3
447301,https://www.kinopoisk.ru/film/447301/,Inception,Начало (2010),10.06.2011,10
87789,https://www.kinopoisk.ru/film/87789/,Next,Пророк (2007),09.06.2011,9
32898,https://www.kinopoisk.ru/film/32898/,Knockin' on Heaven's Door,Достучаться до небес (1997),06.06.2011,10
437555,https://www.kinopoisk.ru/film/437555/,Zweiohrküken,Красавчик 2 (2009),06.06.2011,8
493768,https://www.kinopoisk.ru/film/493768/, ,Ёлки (2010),06.06.2011,8
391766,https://www.kinopoisk.ru/film/391766/,Meet the Spartans,Знакомство со спартанцами (2008),06.06.2011,5
432394,https://www.kinopoisk.ru/film/432394/, ,ЛОпуХИ: Эпизод первый (2009),06.06.2011,3
416089,https://www.kinopoisk.ru/film/416089/, ,Самый лучший фильм 2 (2009),06.06.2011,5
277385,https://www.kinopoisk.ru/film/277385/, ,Самый лучший фильм (2007),06.06.2011,3
195941,https://www.kinopoisk.ru/film/195941/,Superhero Movie,Супергеройское кино (2008),06.06.2011,5
409880,https://www.kinopoisk.ru/film/409880/,Disaster Movie,Нереальный блокбастер (2008),06.06.2011,2
432723,https://www.kinopoisk.ru/film/432723/,Gulliver's Travels,Путешествия Гулливера (2010),05.06.2011,5
413447,https://www.kinopoisk.ru/film/413447/,2012,2012 (2009),05.06.2011,4
102510,https://www.kinopoisk.ru/film/102510/,Knowing,Знамение (2009),05.06.2011,8
105397,https://www.kinopoisk.ru/film/105397/,Push,Пятое измерение (2009),05.06.2011,7
413485,https://www.kinopoisk.ru/film/413485/,Stan Helsing,Стан Хельсинг (2009),03.06.2011,3
427076,https://www.kinopoisk.ru/film/427076/,Pirates of the Caribbean: On Stranger Tides,Пираты Карибского моря: На странных берегах (2011),03.06.2011,10
195394,https://www.kinopoisk.ru/film/195394/,Prince of Persia: The Sands of Time,Принц Персии: Пески времени (2010),02.06.2011,7
468872,https://www.kinopoisk.ru/film/468872/,I Am Number Four,Я – Четвертый (2011),01.06.2011,7
404377,https://www.kinopoisk.ru/film/404377/, ,Очень русский детектив (2008),31.05.2011,4
397494,https://www.kinopoisk.ru/film/397494/,District 9,Район №9 (2009),27.05.2011,9
416090,https://www.kinopoisk.ru/film/416090/, ,Наша Russia: Яйца судьбы (2010),27.05.2011,5
468189,https://www.kinopoisk.ru/film/468189/, ,Самый лучший фильм 3-ДЭ (2011),27.05.2011,5
399959,https://www.kinopoisk.ru/film/399959/,Tron,Трон: Наследие (2010),27.05.2011,6
279850,https://www.kinopoisk.ru/film/279850/,Marley & Me,Марли и я (2008),27.05.2011,8
418794,https://www.kinopoisk.ru/film/418794/,Banlieue 13 Ultimatum,13-й район: Ультиматум (2009),10.05.2011,6
290751,https://www.kinopoisk.ru/film/290751/,The Green Hornet,Зелёный Шершень (2011),08.05.2011,7
81728,https://www.kinopoisk.ru/film/81728/,Jarhead,Морпехи (2005),29.04.2011,6
276762,https://www.kinopoisk.ru/film/276762/,Harry Potter and the Deathly Hallows: Part 1,Гарри Поттер и Дары Смерти: Часть I (2010),15.04.2011,9
405609,https://www.kinopoisk.ru/film/405609/,Alice in Wonderland,Алиса в Стране чудес (2010),23.03.2011,8
417855,https://www.kinopoisk.ru/film/417855/,The Last Airbender,Повелитель стихий (2010),23.03.2011,5
305,https://www.kinopoisk.ru/film/305/,Phone Booth,Телефонная будка (2002),18.03.2011,8
105948,https://www.kinopoisk.ru/film/105948/,Scott Pilgrim vs. the World,Скотт Пилигрим против всех (2010),16.02.2011,5
252641,https://www.kinopoisk.ru/film/252641/,Watchmen,Хранители (2009),16.02.2011,8
419200,https://www.kinopoisk.ru/film/419200/,Kick-Ass,Пипец (2010),16.02.2011,10
474787,https://www.kinopoisk.ru/film/474787/, ,Глухарь в кино (2010),16.02.2011,9
271802,https://www.kinopoisk.ru/film/271802/,Brüno,Бруно (2009),14.02.2011,4
493223,https://www.kinopoisk.ru/film/493223/,Skyline,Скайлайн (2010),30.01.2011,9
391277,https://www.kinopoisk.ru/film/391277/,Repo Men,Потрошители (2009),29.01.2011,7
429836,https://www.kinopoisk.ru/film/429836/,Love at First Hiccup,ПоцелуйчИК (2009),29.01.2011,9
3954,https://www.kinopoisk.ru/film/3954/,Enemy of the State,Враг государства (1998),29.01.2011,7
429739,https://www.kinopoisk.ru/film/429739/,The Sorcerer's Apprentice,Ученик чародея (2010),29.01.2011,3
260526,https://www.kinopoisk.ru/film/260526/,Epic Movie,Очень эпическое кино (2007),23.01.2011,1
279627,https://www.kinopoisk.ru/film/279627/,Keinohrhasen,Красавчик (2007),16.01.2011,10
508161,https://www.kinopoisk.ru/series/508161/,The Walking Dead,"Ходячие мертвецы (сериал, 2010 – 2022)",14.12.2010,10
447284,https://www.kinopoisk.ru/film/447284/,Salt,Солт (2010),09.11.2010,5
81583,https://www.kinopoisk.ru/film/81583/,The Fountain,Фонтан (2006),09.11.2010,9
47382,https://www.kinopoisk.ru/film/47382/,The Jacket,Пиджак (2004),09.11.2010,10
403986,https://www.kinopoisk.ru/film/403986/,Percy Jackson & the Olympians: The Lightning Thief,Перси Джексон и похититель молний (2010),10.08.2010,3
468123,https://www.kinopoisk.ru/film/468123/, ,Мы из будущего 2 (2010),07.08.2010,4
260315,https://www.kinopoisk.ru/film/260315/, ,Мы из будущего (2008),07.08.2010,8
451258,https://www.kinopoisk.ru/film/451258/, ,На игре 2. Новый уровень (2010),07.08.2010,2
424516,https://www.kinopoisk.ru/film/424516/, ,На игре (2009),07.08.2010,5
96452,https://www.kinopoisk.ru/film/96452/,The A-Team,Команда «А» (2010),07.08.2010,10
391772,https://www.kinopoisk.ru/film/391772/,Yes Man,Всегда говори «ДА» (2008),07.08.2010,10
255129,https://www.kinopoisk.ru/film/255129/,Star Trek,Звездный путь (2009),03.04.2010,9
426004,https://www.kinopoisk.ru/film/426004/,The Hangover,Мальчишник в Вегасе (2009),02.04.2010,10
406397,https://www.kinopoisk.ru/film/406397/,Tooth Fairy,Зубная фея (2009),02.04.2010,8
404366,https://www.kinopoisk.ru/film/404366/,Paranormal Activity,Паранормальное явление (2007),02.04.2010,9
102474,https://www.kinopoisk.ru/film/102474/,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Борат (2006),02.04.2010,9
387556,https://www.kinopoisk.ru/film/387556/,Hachi: A Dog's Tale,Хатико: Самый верный друг (2008),02.04.2010,10
427122,https://www.kinopoisk.ru/film/427122/,Zombieland,Добро пожаловать в Zомбилэнд (2009),02.04.2010,10
251733,https://www.kinopoisk.ru/film/251733/,Avatar,Аватар (2009),02.04.2010,9
